requirement_id,model_id,assumption_id,formula_id,parameter_id,task_id,acceptance_id,code_ref,config_ref,test_ref,evidence_ref,status
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-002,PARAM-007,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:55,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-002,PARAM-008,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:57,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-002,PARAM-009,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:54,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-002,PARAM-010,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:56,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-002,PARAM-011,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:56,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-002,PARAM-012,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:58,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-002,PARAM-013,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:60,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-002,PARAM-014,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:60,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-003,PARAM-015,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:64,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-003,PARAM-016,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:66,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-003,PARAM-017,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:68,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-003,PARAM-018,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:65,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-003,PARAM-019,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:67,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-003,PARAM-020,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:69,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-003,PARAM-021,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:71,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-003,PARAM-022,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:71,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-004,PARAM-023,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:75,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-004,PARAM-024,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:77,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-004,PARAM-025,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:76,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-004,PARAM-026,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:78,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-004,PARAM-027,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:80,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-005,PARAM-028,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:87,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-005,PARAM-029,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:91,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-005,PARAM-030,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:93,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-006,PARAM-031,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:99,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-006,PARAM-032,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:101,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-007,PARAM-033,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:110,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-007,PARAM-034,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:112,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-007,PARAM-035,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:115,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-008,PARAM-036,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:118,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-037,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-038,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-039,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-040,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-041,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-042,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-043,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-044,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-045,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-046,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-047,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-048,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-049,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-050,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-051,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-052,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-053,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-054,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-055,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-056,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-057,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-058,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-059,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-060,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-061,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-062,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-063,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-064,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-065,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-066,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-067,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-068,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-069,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-070,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-SALARY-001,MOD-001,ASM-002,FORM-001,PARAM-071,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-072,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:32,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-073,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:33,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-074,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:37,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-075,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:39,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-076,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:43,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-077,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:45,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-078,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:49,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-079,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:51,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
REQ-WHKM-UI-001,MOD-002,ASM-002,FORM-010,PARAM-080,TASK-WHKM-A-002,ACC-WHKM-A-002,whkmSalary/streamlit_app.py:53,NOT_APPLICABLE,FOCUSED: python -m compileall salary_logic.py streamlit_app.py,whkmSalary/docs/governance/parameter_registry.csv,active
