requirement_id,model_id,assumption_id,formula_id,parameter_id,task_id,acceptance_id,code_ref,config_ref,test_ref,evidence_ref,status
REQ-OPME-RULES-001,MOD-002,ASM-003,FORM-002,PARAM-017,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:165,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-002,ASM-003,FORM-002,PARAM-018,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:165,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-002,ASM-003,FORM-002,PARAM-019,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:165,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-002,ASM-003,FORM-002,PARAM-020,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:165,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-002,ASM-003,FORM-002,PARAM-021,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:165,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-003,ASM-003,FORM-003,PARAM-022,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-003,ASM-003,FORM-003,PARAM-023,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-003,ASM-003,FORM-003,PARAM-024,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-003,ASM-003,FORM-003,PARAM-025,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-003,ASM-003,FORM-003,PARAM-026,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-003,ASM-003,FORM-003,PARAM-027,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-003,ASM-003,FORM-003,PARAM-028,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:212,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-003,ASM-003,FORM-003,PARAM-029,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:218,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-030,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-031,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-032,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-033,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-034,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-035,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:276,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-036,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:276,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-037,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:277,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-004,ASM-003,FORM-004,PARAM-038,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:277,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-005,ASM-003,FORM-005,PARAM-039,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:339,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-006,ASM-003,FORM-006,PARAM-040,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:17,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-006,ASM-003,FORM-006,PARAM-041,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:19,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-006,ASM-003,FORM-006,PARAM-042,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/analysis.py:72,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-LLM-ROUTER-001,MOD-007,ASM-003,FORM-007,PARAM-043,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/model_router.py:47,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-LLM-ROUTER-001,MOD-007,ASM-003,FORM-007,PARAM-044,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/model_router.py:49,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-LLM-ROUTER-001,MOD-007,ASM-003,FORM-007,PARAM-045,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/db.py:116,KM_IDSystem/backend/app/services/db.py:109,KM_IDSystem/backend/tests/test_api.py:31,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-LLM-ROUTER-001,MOD-007,ASM-003,FORM-007,PARAM-046,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/db.py:117,KM_IDSystem/backend/app/services/db.py:109,KM_IDSystem/backend/tests/test_api.py:31,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-LLM-ROUTER-001,MOD-007,ASM-003,FORM-007,PARAM-047,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/db.py:118,KM_IDSystem/backend/app/services/db.py:109,KM_IDSystem/backend/tests/test_api.py:31,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-LLM-ROUTER-001,MOD-007,ASM-003,FORM-007,PARAM-048,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/db.py:113,KM_IDSystem/backend/app/services/db.py:109,KM_IDSystem/backend/tests/test_analysis.py:5,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-LLM-ROUTER-001,MOD-007,ASM-003,FORM-007,PARAM-049,TASK-OPME-A-002,ACC-OPME-A-002,KM_IDSystem/backend/app/services/model_router.py:20,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:20,KM_IDSystem/docs/governance/parameter_registry.csv,active
REQ-OPME-LIFECYCLE-001,MOD-007,ASM-003,FORM-007,NOT_APPLICABLE,S3PCT01,ACC-S3PCT01,KM_IDSystem/scripts/run_local_services.sh;KM_IDSystem/scripts/stop_local_services.sh;KM_IDSystem/backend/app/services/db.py,KM_IDSystem/backend/app/core/config.py,KM_IDSystem/backend/tests/test_lifecycle_contract.py,governance/stage_gates/s3pc/opme_lifecycle_matrix.log,active
